#  FGT mapping, timeStamp date=20120127  time=174050
# electId,geoID,   RDO(1;2),ARM(0-4),APV(0-9;12-21),chan(0-127),    disk(1-6),quad(A-D),layer(P;R),strip(P:0-719;R0-279+400-679),   ordinate(rad;cm),lowSpan(cm;rad),upSpan(cm;rad), geoName,  stat,ped(ADC),sigPed(ADC)
17610,3389,  2,0,19,74,  1,C,R,509,   27.7606,0.043,0.784,  1CR509,   0,354.0,35.4
17611,4141,  2,0,19,75,  1,C,P,541,   0.4052,19.125,36.183,  1CP541,   0,342.0,24.8
17612,3390,  2,0,19,76,  1,C,R,510,   27.6653,0.043,0.784,  1CR510,   0,330.0,35.1
17613,4101,  2,0,19,77,  1,C,P,501,   0.4890,19.125,35.899,  1CP501,   0,378.0,24.8
17614,3414,  2,0,19,78,  1,C,R,534,   25.3761,0.047,0.784,  1CR534,   0,390.0,29.1
17615,3401,  2,0,19,79,  1,C,R,521,   26.6161,0.045,0.784,  1CR521,   0,390.0,30.1
17616,3413,  2,0,19,80,  1,C,R,533,   25.4715,0.047,0.784,  1CR533,   0,426.0,28.5
17617,4103,  2,0,19,81,  1,C,P,503,   0.4848,19.125,35.907,  1CP503,   0,414.0,24.7
17618,4159,  2,0,19,82,  1,C,P,559,   0.3675,19.125,36.397,  1CP559,   0,366.0,27.4
17619,4137,  2,0,19,83,  1,C,P,537,   0.4136,19.125,36.143,  1CP537,   0,378.0,24.7
17620,4153,  2,0,19,84,  1,C,P,553,   0.3801,19.125,36.319,  1CP553,   0,354.0,25.8
17621,4105,  2,0,19,85,  1,C,P,505,   0.4806,19.125,35.916,  1CP505,   0,402.0,25.3
17622,3412,  2,0,19,86,  1,C,R,532,   25.5669,0.047,0.784,  1CR532,   0,402.0,28.8
17623,4129,  2,0,19,87,  1,C,P,529,   0.4304,19.125,36.071,  1CP529,   0,402.0,25.4
17624,3411,  2,0,19,88,  1,C,R,531,   25.6623,0.047,0.784,  1CR531,   0,414.0,29.1
17625,4109,  2,0,19,89,  1,C,P,509,   0.4722,19.125,35.935,  1CP509,   0,414.0,25.5
17626,3399,  2,0,19,90,  1,C,R,519,   26.8068,0.045,0.784,  1CR519,   0,426.0,31.1
17627,4107,  2,0,19,91,  1,C,P,507,   0.4764,19.125,35.925,  1CP507,   0,426.0,25.1
17628,3410,  2,0,19,92,  1,C,R,530,   25.7577,0.047,0.784,  1CR530,   0,414.0,30.0
17629,4125,  2,0,19,93,  1,C,P,525,   0.4387,19.125,36.038,  1CP525,   0,390.0,24.0
17630,3409,  2,0,19,94,  1,C,R,529,   25.8530,0.046,0.784,  1CR529,   0,390.0,30.4
17631,4121,  2,0,19,95,  1,C,P,521,   0.4471,19.125,36.009,  1CP521,   0,402.0,24.6
17632,3394,  2,0,19,96,  1,C,R,514,   27.2837,0.044,0.784,  1CR514,   0,378.0,35.7
17633,4113,  2,0,19,97,  1,C,P,513,   0.4639,19.125,35.957,  1CP513,   0,426.0,26.2
17634,3393,  2,0,19,98,  1,C,R,513,   27.3791,0.044,0.784,  1CR513,   0,366.0,34.8
17635,4111,  2,0,19,99,  1,C,P,511,   0.4681,19.125,35.946,  1CP511,   0,414.0,25.5
17636,3396,  2,0,19,100,  1,C,R,516,   27.0930,0.044,0.784,  1CR516,   0,366.0,35.2
17637,4117,  2,0,19,101,  1,C,P,517,   0.4555,19.125,35.982,  1CP517,   0,426.0,27.5
17638,3408,  2,0,19,102,  1,C,R,528,   25.9484,0.046,0.784,  1CR528,   6,318.0,9.2
17639,4133,  2,0,19,103,  1,C,P,533,   0.4220,19.125,36.106,  1CP533,   0,438.0,25.6
17640,3407,  2,0,19,104,  1,C,R,527,   26.0438,0.046,0.784,  1CR527,   0,426.0,31.7
17641,4115,  2,0,19,105,  1,C,P,515,   0.4597,19.125,35.969,  1CP515,   0,426.0,28.3
17642,3406,  2,0,19,106,  1,C,R,526,   26.1392,0.046,0.784,  1CR526,   0,426.0,33.3
17643,4131,  2,0,19,107,  1,C,P,531,   0.4262,19.125,36.088,  1CP531,   0,450.0,26.7
17644,3395,  2,0,19,108,  1,C,R,515,   27.1884,0.044,0.784,  1CR515,   0,378.0,35.5
17645,4127,  2,0,19,109,  1,C,P,527,   0.4345,19.125,36.054,  1CP527,   0,402.0,26.9
17646,3405,  2,0,19,110,  1,C,R,525,   26.2346,0.046,0.784,  1CR525,   0,438.0,32.6
17647,4123,  2,0,19,111,  1,C,P,523,   0.4429,19.125,36.023,  1CP523,   0,426.0,26.6
17648,3398,  2,0,19,112,  1,C,R,518,   26.9022,0.045,0.784,  1CR518,   0,414.0,37.1
17649,4119,  2,0,19,113,  1,C,P,519,   0.4513,19.125,35.995,  1CP519,   0,414.0,28.8
17650,3397,  2,0,19,114,  1,C,R,517,   26.9976,0.044,0.784,  1CR517,   0,390.0,37.7
17651,4143,  2,0,19,115,  1,C,P,543,   0.4010,19.125,36.204,  1CP543,   0,378.0,27.5
17652,3404,  2,0,19,116,  1,C,R,524,   26.3299,0.046,0.784,  1CR524,   0,390.0,35.6
17653,4139,  2,0,19,117,  1,C,P,539,   0.4094,19.125,36.163,  1CP539,   0,402.0,28.4
17654,3403,  2,0,19,118,  1,C,R,523,   26.4253,0.045,0.784,  1CR523,   0,462.0,35.4
17655,4135,  2,0,19,119,  1,C,P,535,   0.4178,19.125,36.124,  1CP535,   0,426.0,29.4
17656,3400,  2,0,19,120,  1,C,R,520,   26.7115,0.045,0.784,  1CR520,   0,450.0,39.1
17657,4147,  2,0,19,121,  1,C,P,547,   0.3927,19.125,36.248,  1CP547,   0,402.0,31.2
17658,3402,  2,0,19,122,  1,C,R,522,   26.5207,0.045,0.784,  1CR522,   0,438.0,38.1
17659,4149,  2,0,19,123,  1,C,P,549,   0.3885,19.125,36.271,  1CP549,   0,414.0,31.1
17660,3388,  2,0,19,124,  1,C,R,508,   27.8560,0.043,0.784,  1CR508,   0,402.0,42.1
17661,4151,  2,0,19,125,  1,C,P,551,   0.3843,19.125,36.295,  1CP551,   0,450.0,32.4
17662,3387,  2,0,19,126,  1,C,R,507,   27.9514,0.043,0.784,  1CR507,   0,450.0,47.5
17663,4155,  2,0,19,127,  1,C,P,555,   0.3759,19.125,36.345,  1CP555,   0,450.0,33.8
17664,3376,  2,0,20,0,  1,C,R,496,   29.0006,0.041,0.784,  1CR496,   0,450.0,53.0
17665,4161,  2,0,20,1,  1,C,P,561,   0.3633,19.125,36.424,  1CP561,   0,438.0,38.8
17666,3374,  2,0,20,2,  1,C,R,494,   29.1913,0.041,0.784,  1CR494,   0,414.0,47.2
17667,4167,  2,0,20,3,  1,C,P,567,   0.3508,19.125,36.509,  1CP567,   0,414.0,35.9
17668,3370,  2,0,20,4,  1,C,R,490,   29.5729,0.041,0.784,  1CR490,   6,366.0,8.6
17669,4165,  2,0,20,5,  1,C,P,565,   0.3549,19.125,36.480,  1CP565,   0,414.0,35.9
17670,4163,  2,0,20,6,  1,C,P,563,   0.3591,19.125,36.452,  1CP563,   0,414.0,40.4
17671,4169,  2,0,20,7,  1,C,P,569,   0.3466,19.125,36.539,  1CP569,   0,438.0,34.5
17672,3373,  2,0,20,8,  1,C,R,493,   29.2867,0.041,0.784,  1CR493,   0,414.0,47.4
17673,4181,  2,0,20,9,  1,C,P,581,   0.3214,19.125,36.732,  1CP581,   0,402.0,34.2
17674,4187,  2,0,20,10,  1,C,P,587,   0.3089,19.125,36.839,  1CP587,   0,330.0,10.2
17675,4177,  2,0,20,11,  1,C,P,577,   0.3298,19.125,36.665,  1CP577,   0,438.0,35.3
17676,4191,  2,0,20,12,  1,C,P,591,   0.3005,19.125,36.913,  1CP591,   2,342.0,8.4
17677,4173,  2,0,20,13,  1,C,P,573,   0.3382,19.125,36.600,  1CP573,   0,438.0,34.8
17678,4194,  2,0,20,14,  1,C,P,594,   0.2942,11.500,36.971,  1CP594,   0,414.0,19.8
17679,4192,  2,0,20,15,  1,C,P,592,   0.2984,11.500,36.932,  1CP592,   6,366.0,8.4
17680,3382,  2,0,20,16,  1,C,R,502,   28.4283,0.042,0.784,  1CR502,   0,498.0,39.8
17681,3367,  2,0,20,17,  1,C,R,487,   29.8590,0.040,0.784,  1CR487,   0,438.0,38.9
17682,3381,  2,0,20,18,  1,C,R,501,   28.5237,0.042,0.784,  1CR501,   0,462.0,39.0
17683,4189,  2,0,20,19,  1,C,P,589,   0.3047,19.125,36.875,  1CP589,   0,414.0,33.3
17684,4199,  2,0,20,20,  1,C,P,599,   0.2837,19.125,37.071,  1CP599,   0,402.0,10.4
17685,3371,  2,0,20,21,  1,C,R,491,   29.4775,0.041,0.784,  1CR491,   2,414.0,9.9
17686,3375,  2,0,20,22,  1,C,R,495,   29.0960,0.041,0.784,  1CR495,   0,402.0,37.0
17687,4184,  2,0,20,23,  1,C,P,584,   0.3152,11.500,36.785,  1CP584,   0,438.0,36.9
17688,3366,  2,0,20,24,  1,C,R,486,   29.9544,0.040,0.784,  1CR486,   0,438.0,26.1
17689,4197,  2,0,20,25,  1,C,P,597,   0.2879,19.125,37.030,  1CP597,   0,414.0,30.4
17690,4195,  2,0,20,26,  1,C,P,595,   0.2921,19.125,36.990,  1CP595,   0,426.0,30.2
17691,4196,  2,0,20,27,  1,C,P,596,   0.2900,11.500,37.010,  1CP596,   0,438.0,37.1
17692,4198,  2,0,20,28,  1,C,P,598,   0.2858,11.500,37.050,  1CP598,   0,438.0,36.5
17693,4182,  2,0,20,29,  1,C,P,582,   0.3193,11.500,36.749,  1CP582,   0,450.0,34.5
17694,3364,  2,0,20,30,  1,C,R,484,   30.1451,0.040,0.784,  1CR484,   0,474.0,23.4
17695,4193,  2,0,20,31,  1,C,P,593,   0.2963,19.125,36.951,  1CP593,   6,414.0,8.7
17696,3363,  2,0,20,32,  1,C,R,483,   30.2405,0.040,0.784,  1CR483,   0,522.0,37.2
17697,4200,  2,0,20,33,  1,C,P,600,   0.2816,11.500,37.091,  1CP600,   0,438.0,36.4
17698,4175,  2,0,20,34,  1,C,P,575,   0.3340,19.125,36.632,  1CP575,   0,462.0,36.5
17699,3369,  2,0,20,35,  1,C,R,489,   29.6682,0.040,0.784,  1CR489,   6,414.0,9.1
17700,4186,  2,0,20,36,  1,C,P,586,   0.3110,11.500,36.820,  1CP586,   0,414.0,36.8
17701,4188,  2,0,20,37,  1,C,P,588,   0.3068,11.500,36.857,  1CP588,   0,414.0,28.6
17702,3362,  2,0,20,38,  1,C,R,482,   30.3359,0.040,0.784,  1CR482,   0,498.0,33.8
17703,3365,  2,0,20,39,  1,C,R,485,   30.0498,0.040,0.784,  1CR485,   0,438.0,28.8
17704,3361,  2,0,20,40,  1,C,R,481,   30.4313,0.039,0.784,  1CR481,   0,534.0,35.9
17705,4202,  2,0,20,41,  1,C,P,602,   0.2774,11.500,37.133,  1CP602,   0,474.0,34.0
17706,3372,  2,0,20,42,  1,C,R,492,   29.3821,0.041,0.784,  1CR492,   0,450.0,56.8
17707,4185,  2,0,20,43,  1,C,P,585,   0.3131,19.125,36.802,  1CP585,   0,438.0,40.3
17708,4171,  2,0,20,44,  1,C,P,571,   0.3424,19.125,36.569,  1CP571,   0,474.0,33.0
17709,4183,  2,0,20,45,  1,C,P,583,   0.3172,19.125,36.767,  1CP583,   0,462.0,27.9
17710,3360,  2,0,20,46,  1,C,R,480,   30.5267,0.039,0.784,  1CR480,   0,462.0,33.9
17711,4201,  2,0,20,47,  1,C,P,601,   0.2795,19.125,37.112,  1CP601,   0,462.0,25.6
17712,3359,  2,0,20,48,  1,C,R,479,   30.6220,0.039,0.784,  1CR479,   0,462.0,35.9
17713,4204,  2,0,20,49,  1,C,P,604,   0.2733,11.500,37.175,  1CP604,   0,462.0,31.7
17714,3386,  2,0,20,50,  1,C,R,506,   28.0468,0.043,0.784,  1CR506,   0,510.0,38.0
17715,4179,  2,0,20,51,  1,C,P,579,   0.3256,19.125,36.698,  1CP579,   0,486.0,30.4
17716,3383,  2,0,20,52,  1,C,R,503,   28.3329,0.042,0.784,  1CR503,   0,522.0,30.7
17717,3368,  2,0,20,53,  1,C,R,488,   29.7636,0.040,0.784,  1CR488,   0,438.0,23.1
17718,3380,  2,0,20,54,  1,C,R,500,   28.6191,0.042,0.784,  1CR500,   0,510.0,30.3
17719,4203,  2,0,20,55,  1,C,P,603,   0.2754,19.125,37.154,  1CP603,   0,486.0,24.7
17720,3377,  2,0,20,56,  1,C,R,497,   28.9052,0.041,0.784,  1CR497,   0,546.0,30.5
17721,4190,  2,0,20,57,  1,C,P,590,   0.3026,11.500,36.894,  1CP590,   0,426.0,10.5
17722,3378,  2,0,20,58,  1,C,R,498,   28.8098,0.042,0.784,  1CR498,   0,522.0,30.4
17723,3384,  2,0,20,59,  1,C,R,504,   28.2375,0.042,0.784,  1CR504,   0,498.0,32.8
17724,3379,  2,0,20,60,  1,C,R,499,   28.7144,0.042,0.784,  1CR499,   0,522.0,30.0
17725,3385,  2,0,20,61,  1,C,R,505,   28.1422,0.043,0.784,  1CR505,   0,558.0,31.3
17726,3358,  2,0,20,62,  1,C,R,478,   30.7174,0.039,0.784,  1CR478,   0,498.0,34.4
17727,4205,  2,0,20,63,  1,C,P,605,   0.2712,19.125,37.197,  1CP605,   0,498.0,24.7
17728,3357,  2,0,20,64,  1,C,R,477,   30.8128,0.039,0.784,  1CR477,   0,534.0,34.6
17729,4241,  2,0,20,65,  1,C,P,641,   0.1958,19.125,38.099,  1CP641,   0,450.0,38.2
17730,3336,  2,0,20,66,  1,C,R,456,   32.8158,0.037,0.784,  1CR456,   0,522.0,59.3
17731,4206,  2,0,20,67,  1,C,P,606,   0.2691,11.500,37.218,  1CP606,   0,510.0,33.5
17732,3335,  2,0,20,68,  1,C,R,455,   32.9112,0.036,0.784,  1CR455,   0,486.0,58.6
17733,4207,  2,0,20,69,  1,C,P,607,   0.2670,19.125,37.240,  1CP607,   0,486.0,24.2
17734,3356,  2,0,20,70,  1,C,R,476,   30.9082,0.039,0.784,  1CR476,   0,486.0,35.4
17735,4235,  2,0,20,71,  1,C,P,635,   0.2083,19.125,37.930,  1CP635,   0,522.0,30.7
17736,3355,  2,0,20,72,  1,C,R,475,   31.0036,0.039,0.784,  1CR475,   0,546.0,36.0
17737,4208,  2,0,20,73,  1,C,P,608,   0.2649,11.500,37.262,  1CP608,   0,486.0,34.0
17738,3333,  2,0,20,74,  1,C,R,453,   33.1019,0.036,0.784,  1CR453,   0,462.0,61.3
17739,4233,  2,0,20,75,  1,C,P,633,   0.2125,19.125,37.876,  1CP633,   0,486.0,28.8
17740,3334,  2,0,20,76,  1,C,R,454,   33.0065,0.036,0.784,  1CR454,   0,510.0,61.0
17741,4209,  2,0,20,77,  1,C,P,609,   0.2628,19.125,37.284,  1CP609,   0,486.0,24.1
17742,3354,  2,0,20,78,  1,C,R,474,   31.0989,0.039,0.784,  1CR474,   0,486.0,15.6
17743,3345,  2,0,20,79,  1,C,R,465,   31.9574,0.038,0.784,  1CR465,   0,510.0,43.2
17744,4212,  2,0,20,80,  1,C,P,612,   0.2565,11.500,37.352,  1CP612,   0,474.0,14.5
17745,4210,  2,0,20,81,  1,C,P,610,   0.2607,11.500,37.307,  1CP610,   0,498.0,33.8
17746,4242,  2,0,20,82,  1,C,P,642,   0.1937,11.500,38.128,  1CP642,   0,522.0,59.5
17747,4231,  2,0,20,83,  1,C,P,631,   0.2167,19.125,37.822,  1CP631,   0,498.0,28.4
17748,4239,  2,0,20,84,  1,C,P,639,   0.1999,19.125,38.042,  1CP639,   0,498.0,37.1
17749,4211,  2,0,20,85,  1,C,P,611,   0.2586,19.125,37.329,  1CP611,   0,498.0,32.6
17750,4213,  2,0,20,86,  1,C,P,613,   0.2544,19.125,37.375,  1CP613,   0,510.0,25.1
17751,4227,  2,0,20,87,  1,C,P,627,   0.2251,19.125,37.717,  1CP627,   0,522.0,28.0
17752,3352,  2,0,20,88,  1,C,R,472,   31.2897,0.038,0.784,  1CR472,   0,498.0,13.5
17753,4214,  2,0,20,89,  1,C,P,614,   0.2523,11.500,37.398,  1CP614,   0,498.0,16.2
17754,3343,  2,0,20,90,  1,C,R,463,   32.1481,0.037,0.784,  1CR463,   0,546.0,45.4
17755,3353,  2,0,20,91,  1,C,R,473,   31.1943,0.038,0.784,  1CR473,   0,498.0,37.5
17756,4216,  2,0,20,92,  1,C,P,616,   0.2481,11.500,37.445,  1CP616,   0,450.0,36.5
17757,3347,  2,0,20,93,  1,C,R,467,   31.7666,0.038,0.784,  1CR467,   0,486.0,12.3
17758,4217,  2,0,20,94,  1,C,P,617,   0.2460,19.125,37.469,  1CP617,   0,498.0,25.7
17759,4222,  2,0,20,95,  1,C,P,622,   0.2356,11.500,37.590,  1CP622,   0,498.0,14.5
17760,3338,  2,0,20,96,  1,C,R,458,   32.6250,0.037,0.784,  1CR458,   0,582.0,52.1
17761,3351,  2,0,20,97,  1,C,R,471,   31.3851,0.038,0.784,  1CR471,   0,522.0,39.3
17762,3337,  2,0,20,98,  1,C,R,457,   32.7204,0.037,0.784,  1CR457,   0,558.0,51.2
17763,4215,  2,0,20,99,  1,C,P,615,   0.2502,19.125,37.422,  1CP615,   0,546.0,33.8
17764,3340,  2,0,20,100,  1,C,R,460,   32.4343,0.037,0.784,  1CR460,   0,570.0,49.9
17765,4219,  2,0,20,101,  1,C,P,619,   0.2418,19.125,37.517,  1CP619,   0,534.0,25.8
17766,3350,  2,0,20,102,  1,C,R,470,   31.4805,0.038,0.784,  1CR470,   0,534.0,41.8
17767,4229,  2,0,20,103,  1,C,P,629,   0.2209,19.125,37.769,  1CP629,   0,546.0,28.3
17768,4220,  2,0,20,104,  1,C,P,620,   0.2397,11.500,37.541,  1CP620,   0,546.0,21.1
17769,4218,  2,0,20,105,  1,C,P,618,   0.2439,11.500,37.493,  1CP618,   0,510.0,38.6
17770,4221,  2,0,20,106,  1,C,P,621,   0.2377,19.125,37.566,  1CP621,   0,558.0,28.9
17771,4228,  2,0,20,107,  1,C,P,628,   0.2230,11.500,37.743,  1CP628,   0,558.0,42.1
17772,3339,  2,0,20,108,  1,C,R,459,   32.5296,0.037,0.784,  1CR459,   0,606.0,51.4
17773,4226,  2,0,20,109,  1,C,P,626,   0.2272,11.500,37.691,  1CP626,   0,534.0,41.9
17774,3348,  2,0,20,110,  1,C,R,468,   31.6712,0.038,0.784,  1CR468,   0,510.0,44.3
17775,4223,  2,0,20,111,  1,C,P,623,   0.2335,19.125,37.615,  1CP623,   0,522.0,28.5
17776,3342,  2,0,20,112,  1,C,R,462,   32.2435,0.037,0.784,  1CR462,   0,558.0,49.4
17777,3349,  2,0,20,113,  1,C,R,469,   31.5758,0.038,0.784,  1CR469,   0,582.0,44.9
17778,3341,  2,0,20,114,  1,C,R,461,   32.3389,0.037,0.784,  1CR461,   0,582.0,50.8
17779,4234,  2,0,20,115,  1,C,P,634,   0.2104,11.500,37.903,  1CP634,   0,546.0,48.0
17780,4224,  2,0,20,116,  1,C,P,624,   0.2314,11.500,37.641,  1CP624,   0,546.0,46.5
17781,4232,  2,0,20,117,  1,C,P,632,   0.2146,11.500,37.849,  1CP632,   0,570.0,47.2
17782,4225,  2,0,20,118,  1,C,P,625,   0.2293,19.125,37.666,  1CP625,   0,570.0,42.2
17783,4230,  2,0,20,119,  1,C,P,630,   0.2188,11.500,37.796,  1CP630,   0,546.0,46.9
17784,3344,  2,0,20,120,  1,C,R,464,   32.0527,0.037,0.784,  1CR464,   0,594.0,52.7
17785,4236,  2,0,20,121,  1,C,P,636,   0.2062,11.500,37.958,  1CP636,   0,594.0,53.5
17786,3346,  2,0,20,122,  1,C,R,466,   31.8620,0.038,0.784,  1CR466,   0,594.0,52.8
17787,4237,  2,0,20,123,  1,C,P,637,   0.2041,19.125,37.986,  1CP637,   2,594.0,80.4
17788,3332,  2,0,20,124,  1,C,R,452,   33.1973,0.036,0.784,  1CR452,   0,606.0,64.8
17789,4238,  2,0,20,125,  1,C,P,638,   0.2020,11.500,38.014,  1CP638,   0,546.0,62.6
17790,3331,  2,0,20,126,  1,C,R,451,   33.2927,0.036,0.784,  1CR451,   0,618.0,70.0
17791,4240,  2,0,20,127,  1,C,P,640,   0.1979,11.500,38.070,  1CP640,   0,630.0,64.6
17792,3322,  2,0,21,0,  1,C,R,442,   34.1511,0.035,0.784,  1CR442,   0,498.0,61.6
17793,4243,  2,0,21,1,  1,C,P,643,   0.1916,19.125,38.157,  1CP643,   0,402.0,38.2
17794,4257,  2,0,21,2,  1,C,P,657,   0.1622,19.125,38.250,  1CP657,   0,378.0,38.9
17795,4246,  2,0,21,3,  1,C,P,646,   0.1853,11.500,38.245,  1CP646,   0,402.0,48.3
17796,4264,  2,0,21,4,  1,C,P,664,   0.1476,11.500,38.250,  1CP664,   0,390.0,54.5
17797,4245,  2,0,21,5,  1,C,P,645,   0.1874,19.125,38.215,  1CP645,   0,390.0,37.2
17798,4244,  2,0,21,6,  1,C,P,644,   0.1895,11.500,38.186,  1CP644,   0,378.0,48.5
17799,4247,  2,0,21,7,  1,C,P,647,   0.1832,19.125,38.250,  1CP647,   0,390.0,35.6
17800,3320,  2,0,21,8,  1,C,R,440,   34.3419,0.035,0.784,  1CR440,   0,414.0,61.1
17801,4255,  2,0,21,9,  1,C,P,655,   0.1664,19.125,38.250,  1CP655,   0,390.0,35.9
17802,3318,  2,0,21,10,  1,C,R,438,   34.5326,0.035,0.784,  1CR438,   0,366.0,62.3
17803,3323,  2,0,21,11,  1,C,R,443,   34.0557,0.035,0.784,  1CR443,   0,414.0,55.4
17804,3316,  2,0,21,12,  1,C,R,436,   34.7234,0.035,0.784,  1CR436,   0,390.0,63.7
17805,4250,  2,0,21,13,  1,C,P,650,   0.1769,11.500,38.250,  1CP650,   0,450.0,47.9
17806,4269,  2,0,21,14,  1,C,P,669,   0.1371,19.125,38.250,  1CP669,   0,390.0,40.0
17807,4267,  2,0,21,15,  1,C,P,667,   0.1413,19.125,38.250,  1CP667,   0,390.0,37.9
17808,3326,  2,0,21,16,  1,C,R,446,   33.7696,0.036,0.784,  1CR446,   0,426.0,51.3
17809,4270,  2,0,21,17,  1,C,P,670,   0.1350,11.500,38.250,  1CP670,   0,402.0,55.0
17810,4248,  2,0,21,18,  1,C,P,648,   0.1811,11.500,38.250,  1CP648,   0,402.0,43.7
17811,3317,  2,0,21,19,  1,C,R,437,   34.6280,0.035,0.784,  1CR437,   0,450.0,59.4
17812,3312,  2,0,21,20,  1,C,R,432,   35.1049,0.034,0.784,  1CR432,   0,426.0,67.4
17813,4262,  2,0,21,21,  1,C,P,662,   0.1518,11.500,38.250,  1CP662,   0,438.0,50.0
17814,4256,  2,0,21,22,  1,C,P,656,   0.1643,11.500,38.250,  1CP656,   0,414.0,43.6
17815,4259,  2,0,21,23,  1,C,P,659,   0.1581,19.125,38.250,  1CP659,   0,438.0,34.7
17816,4272,  2,0,21,24,  1,C,P,672,   0.1308,11.500,38.250,  1CP672,   0,426.0,56.3
17817,3313,  2,0,21,25,  1,C,R,433,   35.0095,0.034,0.784,  1CR433,   0,414.0,66.4
17818,3314,  2,0,21,26,  1,C,R,434,   34.9141,0.034,0.784,  1CR434,   0,438.0,62.6
17819,4271,  2,0,21,27,  1,C,P,671,   0.1329,19.125,38.250,  1CP671,   0,414.0,37.4
17820,4273,  2,0,21,28,  1,C,P,673,   0.1287,19.125,38.250,  1CP673,   0,438.0,38.3
17821,3321,  2,0,21,29,  1,C,R,441,   34.2465,0.035,0.784,  1CR441,   0,462.0,54.0
17822,4276,  2,0,21,30,  1,C,P,676,   0.1224,11.500,38.250,  1CP676,   0,474.0,57.2
17823,3315,  2,0,21,31,  1,C,R,435,   34.8188,0.034,0.784,  1CR435,   0,438.0,61.4
17824,4277,  2,0,21,32,  1,C,P,677,   0.1203,19.125,38.250,  1CP677,   0,486.0,42.3
17825,4275,  2,0,21,33,  1,C,P,675,   0.1245,19.125,38.250,  1CP675,   0,426.0,38.5
17826,4251,  2,0,21,34,  1,C,P,651,   0.1748,19.125,38.250,  1CP651,   0,402.0,32.0
17827,4266,  2,0,21,35,  1,C,P,666,   0.1434,11.500,38.250,  1CP666,   0,438.0,50.8
17828,4261,  2,0,21,36,  1,C,P,661,   0.1539,19.125,38.250,  1CP661,   0,414.0,31.8
17829,4263,  2,0,21,37,  1,C,P,663,   0.1497,19.125,38.250,  1CP663,   0,414.0,32.0
17830,3310,  2,0,21,38,  1,C,R,430,   35.2957,0.034,0.784,  1CR430,   0,450.0,72.9
17831,4274,  2,0,21,39,  1,C,P,674,   0.1266,11.500,38.250,  1CP674,   0,474.0,55.1
17832,4280,  2,0,21,40,  1,C,P,680,   0.1141,11.500,38.250,  1CP680,   0,486.0,60.9
17833,4278,  2,0,21,41,  1,C,P,678,   0.1183,11.500,38.250,  1CP678,   0,450.0,56.8
17834,4260,  2,0,21,42,  1,C,P,660,   0.1560,11.500,38.250,  1CP660,   0,402.0,37.3
17835,3319,  2,0,21,43,  1,C,R,439,   34.4372,0.035,0.784,  1CR439,   0,450.0,54.8
17836,3325,  2,0,21,44,  1,C,R,445,   33.8650,0.035,0.784,  1CR445,   0,438.0,39.0
17837,4258,  2,0,21,45,  1,C,P,658,   0.1601,11.500,38.250,  1CP658,   0,474.0,44.2
17838,4281,  2,0,21,46,  1,C,P,681,   0.1120,19.125,38.250,  1CP681,   0,450.0,41.0
17839,3311,  2,0,21,47,  1,C,R,431,   35.2003,0.034,0.784,  1CR431,   0,510.0,69.2
17840,3308,  2,0,21,48,  1,C,R,428,   35.4864,0.034,0.784,  1CR428,   0,474.0,77.0
17841,3309,  2,0,21,49,  1,C,R,429,   35.3910,0.034,0.784,  1CR429,   0,462.0,73.3
17842,3330,  2,0,21,50,  1,C,R,450,   33.3881,0.036,0.784,  1CR450,   0,414.0,44.8
17843,4254,  2,0,21,51,  1,C,P,654,   0.1685,11.500,38.250,  1CP654,   0,450.0,42.8
17844,3327,  2,0,21,52,  1,C,R,447,   33.6742,0.036,0.784,  1CR447,   0,450.0,46.0
17845,4268,  2,0,21,53,  1,C,P,668,   0.1392,11.500,38.250,  1CP668,   0,450.0,49.2
17846,4249,  2,0,21,54,  1,C,P,649,   0.1790,19.125,38.250,  1CP649,   0,462.0,29.2
17847,4279,  2,0,21,55,  1,C,P,679,   0.1162,19.125,38.250,  1CP679,   0,474.0,37.5
17848,4253,  2,0,21,56,  1,C,P,653,   0.1706,19.125,38.250,  1CP653,   0,486.0,28.6
17849,4265,  2,0,21,57,  1,C,P,665,   0.1455,19.125,38.250,  1CP665,   0,438.0,28.5
17850,4252,  2,0,21,58,  1,C,P,652,   0.1727,11.500,38.250,  1CP652,   0,510.0,43.0
17851,3328,  2,0,21,59,  1,C,R,448,   33.5788,0.036,0.784,  1CR448,   0,462.0,41.4
17852,3324,  2,0,21,60,  1,C,R,444,   33.9603,0.035,0.784,  1CR444,   0,462.0,50.2
17853,3329,  2,0,21,61,  1,C,R,449,   33.4834,0.036,0.784,  1CR449,   0,510.0,49.2
17854,3307,  2,0,21,62,  1,C,R,427,   35.5818,0.034,0.784,  1CR427,   0,450.0,79.8
17855,4282,  2,0,21,63,  1,C,P,682,   0.1099,11.500,38.250,  1CP682,   0,486.0,60.2
17856,3306,  2,0,21,64,  1,C,R,426,   35.6772,0.034,0.784,  1CR426,   2,510.0,81.1
17857,4318,  2,0,21,65,  1,C,P,718,   0.0345,34.820,38.250,  1CP718,   0,546.0,39.0
17858,3285,  2,0,21,66,  1,C,R,405,   37.6802,0.032,0.228,  1CR405,   0,546.0,34.0
17859,4283,  2,0,21,67,  1,C,P,683,   0.1078,19.125,38.250,  1CP683,   0,498.0,36.9
17860,3284,  2,0,21,68,  1,C,R,404,   37.7755,0.032,0.220,  1CR404,   0,534.0,34.3
